
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             gnistFront                                          

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
   -15.00   -60.00   -59.93   -76.58    -0.61    21.31   -57.95   -46.24   -30.34   -16.65   -13.68    54.90   128.60     3.58     4.26
   -15.00   -70.00   -73.75   -77.10     0.35    21.23   -67.52   -46.72   -30.38    -3.35   -27.03    11.02   143.68     3.23     3.89
   -20.00     0.00     0.07    -0.07     0.11    21.13    -3.34    -0.07     0.00    -0.14     0.14 ********    67.55 ******** ********
   -20.00    10.00    10.71     9.85     0.99    21.08    -5.48     9.40     1.31     0.86     0.45    65.91    57.63    17.94    18.47
   -20.00    20.00    22.69    19.40     2.18    21.02   -11.98    17.66     5.03     3.29     1.73    65.51    46.76     9.26     9.85
   -20.00    30.00    37.42    28.86     3.89    20.95   -23.25    26.02    11.40     8.56     2.84    75.11    33.84     6.38     7.02
   -20.00    40.00    62.28    38.50     7.06    20.89   -41.37    38.54    23.74    23.78    -0.04   100.18    13.49     4.96     5.63
   -20.00    50.00    76.19    48.68     8.10    20.87   -51.23    45.90    30.29    27.52     2.77    90.84     7.37     4.12     4.80
   -20.00    60.00    76.65    59.97     7.27    20.82   -58.03    46.29    30.37    16.68    13.69    54.93     7.77     3.58     4.26
   -20.00    70.00    77.17    73.84     6.37    20.78   -67.43    46.76    30.42     3.33    27.09    10.94     7.85     3.23     3.88
   -20.00     0.00     0.07    -0.07     0.11    21.13    -3.34    -0.07     0.00    -0.14     0.14 ********    67.55 ******** ********
   -20.00   -10.00    -9.85   -10.71    -0.52    21.17    -5.48    -9.40    -1.31    -0.86    -0.45    65.91    77.04    17.94    18.47
   -20.00   -20.00   -19.40   -22.69    -0.94    21.21   -11.98   -17.66    -5.03    -3.29    -1.73    65.51    86.41     9.26     9.85
   -20.00   -30.00   -28.86   -37.42    -1.17    21.25   -23.25   -26.02   -11.40    -8.56    -2.84    75.11    95.92     6.38     7.02
   -20.00   -40.00   -38.50   -62.28    -1.20    21.29   -41.37   -38.54   -23.74   -23.78     0.04   100.18   105.83     4.96     5.63
   -20.00   -50.00   -48.68   -76.19    -1.01    21.31   -51.23   -45.90   -30.29   -27.52    -2.77    90.84   116.52     4.12     4.80
   -20.00   -60.00   -59.97   -76.65    -0.54    21.30   -58.03   -46.29   -30.37   -16.68   -13.69    54.93   128.63     3.58     4.26
   -20.00   -70.00   -73.84   -77.17     0.39    21.22   -67.43   -46.76   -30.42    -3.33   -27.09    10.94   143.71     3.23     3.88
   -25.00     0.00     0.10    -0.10     0.25    21.12    -4.45    -0.10     0.00    -0.19     0.19 ********    67.60 ******** ********
   -25.00    10.00    10.75     9.83     1.13    21.07    -6.56     9.43     1.32     0.92     0.40    69.83    57.69    17.97    18.51
   -25.00    20.00    22.74    19.38     2.32    21.02   -12.97    17.70     5.04     3.35     1.69    66.52    46.84     9.26     9.86
   -25.00    30.00    37.49    28.85     4.01    20.95   -24.07    26.06    11.43     8.63     2.79    75.56    33.94     6.38     7.03
   -25.00    40.00    62.41    38.51     7.14    20.89   -41.91    38.62    23.79    23.90    -0.11   100.47    13.75     4.96     5.63
   -25.00    50.00    76.27    48.69     8.14    20.88   -51.56    45.95    30.32    27.58     2.74    90.95     7.95     4.12     4.80
   -25.00    60.00    76.73    60.01     7.32    20.84   -58.25    46.33    30.40    16.72    13.68    54.99     8.40     3.58     4.26
   -25.00    70.00    77.25    73.93     6.42    20.80   -67.50    46.80    30.45     3.32    27.13    10.90     8.58     3.23     3.88
   -25.00     0.00     0.10    -0.10     0.25    21.12    -4.45    -0.10     0.00    -0.19     0.19 ********    67.60 ******** ********
   -25.00   -10.00    -9.83   -10.75    -0.38    21.16    -6.56    -9.43    -1.32    -0.92    -0.40    69.83    77.08    17.97    18.51
   -25.00   -20.00   -19.38   -22.74    -0.81    21.21   -12.97   -17.70    -5.04    -3.35    -1.69    66.52    86.44     9.26     9.86
   -25.00   -30.00   -28.85   -37.49    -1.05    21.24   -24.07   -26.06   -11.43    -8.63    -2.79    75.56    95.94     6.38     7.03
   -25.00   -40.00   -38.51   -62.41    -1.09    21.28   -41.91   -38.62   -23.79   -23.90     0.11   100.47   105.85     4.96     5.63
   -25.00   -50.00   -48.69   -76.27    -0.92    21.30   -51.56   -45.95   -30.32   -27.58    -2.74    90.95   116.53     4.12     4.80
   -25.00   -60.00   -60.01   -76.73    -0.47    21.29   -58.25   -46.33   -30.40   -16.72   -13.68    54.99   128.64     3.58     4.26
   -25.00   -70.00   -73.93   -77.25     0.44    21.22   -67.50   -46.80   -30.45    -3.32   -27.13    10.90   143.72     3.23     3.88
   -30.00     0.00     0.13    -0.13     0.39    21.12    -5.67    -0.13     0.00    -0.25     0.25 ********    67.65 ******** ********
   -30.00    10.00    10.79     9.80     1.26    21.07    -7.74     9.46     1.33     0.99     0.34    74.33    57.74    18.01    18.55
   -30.00    20.00    22.79    19.37     2.45    21.01   -14.07    17.73     5.06     3.43     1.64    67.69    46.91     9.27     9.87
   -30.00    30.00    37.56    28.84     4.13    20.95   -25.01    26.10    11.45     8.72     2.74    76.08    34.05     6.39     7.03
   -30.00    40.00    62.55    38.51     7.22    20.90   -42.58    38.70    23.86    24.05    -0.19   100.80    14.03     4.96     5.63
   -30.00    50.00    76.35    48.71     8.18    20.89   -52.02    46.00    30.35    27.64     2.70    91.09     8.54     4.12     4.80
   -30.00    60.00    76.80    60.04     7.36    20.85   -58.61    46.38    30.42    16.76    13.66    55.09     9.03     3.57     4.26
   -30.00    70.00    77.32    74.00     6.48    20.81   -67.75    46.85    30.47     3.32    27.15    10.90     9.32     3.23     3.88
   -30.00     0.00     0.13    -0.13     0.39    21.12    -5.67    -0.13     0.00    -0.25     0.25 ********    67.65 ******** ********
   -30.00   -10.00    -9.80   -10.79    -0.25    21.16    -7.74    -9.46    -1.33    -0.99    -0.34    74.33    77.12    18.01    18.55
   -30.00   -20.00   -19.37   -22.79    -0.69    21.20   -14.07   -17.73    -5.06    -3.43    -1.64    67.69    86.47     9.27     9.87
   -30.00   -30.00   -28.84   -37.56    -0.93    21.23   -25.01   -26.10   -11.45    -8.72    -2.74    76.08    95.96     6.39     7.03
   -30.00   -40.00   -38.51   -62.55    -0.99    21.27   -42.58   -38.70   -23.86   -24.05     0.19   100.80   105.86     4.96     5.63
   -30.00   -50.00   -48.71   -76.35    -0.83    21.29   -52.02   -46.00   -30.35   -27.64    -2.70    91.09   116.54     4.12     4.80
   -30.00   -60.00   -60.04   -76.80    -0.40    21.28   -58.61   -46.38   -30.42   -16.76   -13.66    55.09   128.64     3.57     4.26
   -30.00   -70.00   -74.00   -77.32     0.48    21.21   -67.75   -46.85   -30.47    -3.32   -27.15    10.90   143.70     3.23     3.88
   -35.00     0.00     0.16    -0.16     0.52    21.11    -6.99    -0.16     0.00    -0.33     0.33 93170.09    67.69 ******** ********
   -35.00    10.00    10.83     9.77     1.39    21.07    -9.04     9.50     1.33     1.06     0.27    79.40    57.80    18.07    18.61
   -35.00    20.00    22.85    19.35     2.57    21.01   -15.28    17.77     5.08     3.50     1.57    69.01    46.99     9.28     9.88
   -35.00    30.00    37.64    28.83     4.24    20.95   -26.07    26.15    11.48     8.81     2.68    76.69    34.17     6.39     7.03
   -35.00    40.00    62.70    38.50     7.30    20.91   -43.39    38.78    23.92    24.20    -0.28   101.18    14.32     4.96     5.63
   -35.00    50.00    76.43    48.71     8.22    20.90   -52.61    46.06    30.37    27.72     2.65    91.26     9.12     4.11     4.80
   -35.00    60.00    76.88    60.07     7.41    20.86   -59.10    46.43    30.45    16.81    13.64    55.21     9.65     3.57     4.26
   -35.00    70.00    77.40    74.06     6.53    20.82   -68.16    46.90    30.50     3.34    27.16    10.94    10.05     3.22     3.88
   -35.00     0.00     0.16    -0.16     0.52    21.11    -6.99    -0.16     0.00    -0.33     0.33 93170.09    67.69 ******** ********
   -35.00   -10.00    -9.77   -10.83    -0.12    21.15    -9.04    -9.50    -1.33    -1.06    -0.27    79.40    77.15    18.07    18.61
   -35.00   -20.00   -19.35   -22.85    -0.57    21.19   -15.28   -17.77    -5.08    -3.50    -1.57    69.01    86.49     9.28     9.88
   -35.00   -30.00   -28.83   -37.64    -0.82    21.23   -26.07   -26.15   -11.48    -8.81    -2.68    76.69    95.98     6.39     7.03
   -35.00   -40.00   -38.50   -62.70    -0.89    21.26   -43.39   -38.78   -23.92   -24.20     0.28   101.18   105.87     4.96     5.63
   -35.00   -50.00   -48.71   -76.43    -0.75    21.28   -52.61   -46.06   -30.37   -27.72    -2.65    91.26   116.54     4.11     4.80
   -35.00   -60.00   -60.07   -76.88    -0.33    21.27   -59.10   -46.43   -30.45   -16.81   -13.64    55.21   128.62     3.57     4.26
   -35.00   -70.00   -74.06   -77.40     0.52    21.20   -68.16   -46.90   -30.50    -3.34   -27.16    10.94   143.67     3.22     3.88
   -40.00     0.00     0.21    -0.21     0.65    21.11    -8.43    -0.20     0.00    -0.41     0.41 74602.95    67.73 ******** ********
   -40.00    10.00    10.88     9.74     1.52    21.06   -10.45     9.54     1.34     1.14     0.20    85.04    57.86    18.13    18.67
   -40.00    20.00    22.91    19.32     2.70    21.01   -16.61    17.82     5.10     3.59     1.50    70.50    47.07     9.29     9.89
   -40.00    30.00    37.72    28.81     4.35    20.95   -27.25    26.21    11.52     8.91     2.61    77.37    34.29     6.39     7.04
   -40.00    40.00    62.87    38.49     7.38    20.92   -44.32    38.88    23.99    24.38    -0.39   101.62    14.62     4.96     5.63
   -40.00    50.00    76.51    48.71     8.26    20.91   -53.33    46.12    30.40    27.80     2.60    91.46     9.71     4.11     4.80
   -40.00    60.00    76.96    60.08     7.45    20.87   -59.74    46.49    30.47    16.87    13.60    55.37    10.28     3.57     4.26
   -40.00    70.00    77.47    74.11     6.58    20.84   -68.73    46.95    30.52     3.36    27.16    11.02    10.78     3.22     3.88
   -40.00     0.00     0.21    -0.21     0.65    21.11    -8.43    -0.20     0.00    -0.41     0.41 74602.95    67.73 ******** ********
   -40.00   -10.00    -9.74   -10.88     0.00    21.15   -10.45    -9.54    -1.34    -1.14    -0.20    85.04    77.18    18.13    18.67
   -40.00   -20.00   -19.32   -22.91    -0.45    21.18   -16.61   -17.82    -5.10    -3.59    -1.50    70.50    86.51     9.29     9.89
   -40.00   -30.00   -28.81   -37.72    -0.71    21.22   -27.25   -26.21   -11.52    -8.91    -2.61    77.37    95.98     6.39     7.04
   -40.00   -40.00   -38.49   -62.87    -0.79    21.25   -44.32   -38.88   -23.99   -24.38     0.39   101.62   105.87     4.96     5.63
   -40.00   -50.00   -48.71   -76.51    -0.67    21.27   -53.33   -46.12   -30.40   -27.80    -2.60    91.46   116.52     4.11     4.80
   -40.00   -60.00   -60.08   -76.96    -0.27    21.27   -59.74   -46.49   -30.47   -16.87   -13.60    55.37   128.59     3.57     4.26
   -40.00   -70.00   -74.11   -77.47     0.56    21.20   -68.73   -46.95   -30.52    -3.36   -27.16    11.02   143.62     3.22     3.88
